m2,nb_rooms,nb_bedrooms,building_floor,apartment_floor,nb_bath,Cellar,balc_patio,Heating,Renovated,Parking,building_height,Ground_floor,Heating_Central,Heating_Individual,Last_floor,district,SalePrice_K
2.1972245773362196,1,0,8,0,1,0,0,Central,0,0,Average,1,1,0,0,16e,4.624972813284271
4.07753744390572,2,1,9,5,1,1,0,Central,0,0,Average,0,1,0,0,16e,6.543911845564792
3.6635616461296463,2,1,3,1,1,1,0,Unknown,0,0,Small,0,0,0,0,6e,6.429719478039138
5.342334251964811,8,4,3,0,2,0,0,Individuel,0,0,Small,1,0,1,0,18e,7.736307096548285
4.31748811353631,3,1,4,2,1,1,Balcon,Central,0,0,Average,0,1,0,0,16e,6.774223886357614
4.997212273764115,6,4,6,6,1,0,0,Au gaz,0,0,Average,0,0,0,1,9e,7.539027055823995
4.007333185232471,2,1,5,1,1,0,0,Unknown,0,0,Average,0,0,0,0,3e,6.659293919683638
4.143134726391533,3,2,6,6,1,0,0,Unknown,1,0,Average,0,0,0,1,8e,6.606650186198215
4.634728988229636,4,3,0,1,1,1,0,"Individuel, au gaz",0,0,Average,0,0,1,0,4e,7.222566018822171
4.543294782270004,3,2,7,2,1,1,Balcon,Au fioul,0,0,Average,0,0,0,0,16e,6.902742737158593
3.828641396489095,2,1,5,4,1,1,0,"Individuel, au gaz",0,0,Average,0,0,1,0,4e,6.336825731146441
4.174387269895637,3,2,5,1,1,1,0,Individuel,0,1,Average,0,0,1,0,18e,6.492239835020471
3.828641396489095,2,1,4,0,1,1,0,Unknown,0,0,Average,1,0,0,0,18e,6.152732694704104
5.342334251964811,8,4,3,0,2,0,0,Individuel,0,0,Small,1,0,1,0,18e,7.736307096548285
3.9512437185814275,3,2,0,3,1,0,0,Unknown,0,0,Average,0,0,0,0,17e,6.536691597591305
4.30406509320417,3,2,5,0,1,1,Terrasse,Unknown,0,0,Average,1,0,0,0,20e,6.902742737158593
4.5217885770490405,3,2,9,3,1,1,0,Central,1,0,Average,0,1,0,0,16e,7.047517221357296
4.51085950651685,5,3,9,1,1,1,0,Central,0,0,Average,0,1,0,0,20e,6.744059186311348
4.6443908991413725,5,3,6,1,1,1,Balcon,Unknown,0,0,Average,0,0,0,0,16e,7.020735689362754
5.187385805840755,3,2,0,2,1,0,0,Unknown,1,0,Average,0,0,0,0,4e,7.3098814858247865
4.700480365792417,5,4,5,1,1,1,Terrasse,Unknown,1,0,Average,0,0,0,0,19e,7.3395376954076745
3.9512437185814275,2,1,9,1,1,1,"Terrasse, balcon",Central,0,1,Average,0,1,0,0,16e,6.453624998892692
5.176149732573829,5,3,6,0,1,0,0,Unknown,0,0,Average,1,0,0,0,17e,7.595889917718538
4.0943445622221,3,2,6,2,1,1,0,Unknown,0,0,Average,0,0,0,0,16e,6.721425700790643
5.14166355650266,6,3,6,3,1,1,Balcon,Unknown,0,0,Average,0,0,0,0,8e,7.739315666695709
4.653960350157523,4,3,8,4,1,1,"Terrasse, balcon",Central,0,0,Average,0,1,0,0,16e,7.166265974133638
4.330733340286331,3,1,7,5,1,1,Balcon,Unknown,0,0,Average,0,0,0,0,19e,6.436150368369428
4.77912349311153,5,3,6,5,1,1,Balcon,Individuel,0,0,Average,0,0,1,0,15e,7.533693709848633
3.912023005428146,2,1,10,9,1,0,"Terrasse, balcon",Central,0,0,High,0,1,0,0,7e,6.551080335043404
4.543294782270004,3,1,6,4,1,1,0,Au gaz,0,0,Average,0,0,0,0,8e,7.22983877815125
2.4849066497880004,1,0,0,7,1,0,0,Unknown,0,0,Average,0,0,0,0,17e,5.017279836814924
4.532599493153256,2,1,6,3,1,1,0,Individuel,0,0,Average,0,0,1,0,4e,7.258412150595307
5.075173815233827,6,4,6,5,1,1,Balcon,Individuel,0,0,Average,0,0,1,0,9e,7.640123172695364
3.4965075614664802,1,0,14,1,1,0,0,Unknown,0,1,Tower,0,0,0,0,19e,5.794841205603168
3.5263605246161616,1,0,8,4,1,0,0,Central,0,0,Average,0,1,0,0,13e,6.253828811575473
3.4339872044851463,1,0,8,4,1,0,0,Central,0,0,Average,0,1,0,0,13e,6.100318952020064
4.382026634673881,3,2,8,2,1,0,0,Central,0,0,Average,0,1,0,0,13e,6.993932975223189
4.867534450455582,5,4,8,4,1,0,0,Central,0,0,Average,0,1,0,0,13e,7.506591780070841
4.700480365792417,4,3,8,7,1,0,0,Central,0,0,Average,0,1,0,0,13e,7.1853870155804165
3.6888794541139363,2,1,6,2,1,1,Balcon,Unknown,0,0,Average,0,0,0,0,15e,6.212606095751519
3.7612001156935624,2,1,4,1,1,0,0,électrique,0,0,Average,0,0,0,0,16e,6.302618975744905
2.0794415416798357,1,0,7,7,1,0,0,Unknown,0,0,Average,0,0,0,1,17e,4.454347296253507
4.07753744390572,3,2,6,1,1,1,0,Central,0,0,Average,0,1,0,0,13e,6.29156913955832
4.060443010546419,3,2,6,0,1,1,0,Unknown,0,0,Average,1,0,0,0,12e,6.2324480165505225
5.10594547390058,6,4,0,5,1,1,0,Unknown,0,0,Average,0,0,0,0,14e,7.520234556474628
